epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.670235,2.494173,0.432418,0.646429,0.256256,02:12
1,2.102608,1.948963,0.512363,0.722253,0.374336,02:07
2,1.612516,1.823890,0.534615,0.759615,0.403750,02:07
3,1.323556,1.693814,0.575824,0.769231,0.459566,02:05
4,1.084079,1.675786,0.583242,0.784890,0.476241,02:08
5,0.895782,1.677265,0.591758,0.784066,0.478820,02:06
6,0.732903,1.695119,0.593132,0.791758,0.485528,02:05
7,0.568339,1.732170,0.595055,0.795055,0.488462,02:07
8,0.451119,1.771439,0.601648,0.801648,0.492354,02:08
9,0.339537,1.812082,0.604396,0.800549,0.493874,02:06
10,0.287112,1.822092,0.611813,0.800824,0.503317,02:08
11,0.213915,1.849652,0.614835,0.809890,0.498981,02:12
12,0.174184,1.886850,0.618407,0.808242,0.507535,02:09
13,0.134953,1.990174,0.606044,0.807967,0.483424,02:07
14,0.110223,1.940192,0.621978,0.815659,0.507694,02:08
15,0.092629,1.987469,0.624451,0.808516,0.510234,02:08
16,0.075701,1.997627,0.622802,0.810989,0.512491,02:05
17,0.065159,2.029020,0.621429,0.813736,0.503865,02:08
18,0.057803,2.028064,0.631319,0.812912,0.517017,02:09
19,0.051587,2.022710,0.628297,0.815385,0.519312,02:07
20,0.047625,2.091317,0.623352,0.812637,0.504998,02:07
21,0.040974,2.067541,0.624725,0.817582,0.508795,02:14
22,0.036614,2.069398,0.632967,0.814835,0.515565,02:13
23,0.034793,2.081493,0.632967,0.809890,0.516549,02:09
24,0.031611,2.089974,0.627473,0.814560,0.510530,02:11
25,0.030770,2.101247,0.628297,0.815385,0.511043,02:09
26,0.027794,2.092621,0.630220,0.815110,0.512630,02:07
27,0.026331,2.105886,0.632967,0.813462,0.511714,02:08
28,0.024212,2.107212,0.625824,0.815110,0.507839,02:08
29,0.024577,2.138427,0.629121,0.814011,0.513323,02:06
