epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,3.200509,2.037542,0.446154,0.650000,0.219569,02:13
1,1.711241,1.579839,0.529945,0.734341,0.342239,02:10
2,1.278955,1.437566,0.547527,0.768407,0.390764,02:11
3,1.029400,1.368734,0.578846,0.774451,0.427156,02:10
4,0.832537,1.309558,0.593681,0.796978,0.463077,02:16
5,0.674436,1.322700,0.596703,0.789560,0.455516,02:10
6,0.545566,1.331421,0.598077,0.794231,0.467854,02:11
7,0.413013,1.356079,0.596703,0.793681,0.472443,02:15
8,0.322908,1.359026,0.607967,0.805220,0.482139,02:16
9,0.237428,1.394091,0.600549,0.803022,0.482839,02:14
10,0.187371,1.391986,0.611264,0.804121,0.494902,02:15
11,0.140879,1.400277,0.607418,0.804121,0.487840,02:16
12,0.109491,1.400816,0.609066,0.810714,0.490498,02:16
13,0.084786,1.450341,0.609890,0.804396,0.480408,02:14
14,0.072322,1.432007,0.619780,0.810714,0.496957,02:18
15,0.057475,1.432119,0.618956,0.814560,0.501419,02:14
16,0.048799,1.436245,0.621703,0.813736,0.504404,02:14
17,0.041908,1.446811,0.621703,0.811813,0.500310,02:15
18,0.037651,1.447641,0.618132,0.818681,0.496220,02:11
19,0.032761,1.438734,0.627473,0.815934,0.506458,02:09
20,0.031411,1.459555,0.617857,0.814560,0.503092,02:11
21,0.026672,1.454817,0.620879,0.815659,0.508276,02:11
22,0.023820,1.452218,0.626099,0.817857,0.507674,02:11
23,0.022613,1.462846,0.619780,0.814560,0.505915,02:09
24,0.020836,1.456547,0.621703,0.816758,0.500198,02:11
25,0.019225,1.470908,0.623077,0.814560,0.504258,02:09
26,0.017912,1.464189,0.623626,0.816209,0.507390,02:11
27,0.017129,1.457450,0.625275,0.818132,0.505796,02:11
28,0.016481,1.458339,0.622802,0.814286,0.508338,02:10
29,0.015836,1.460454,0.624451,0.816758,0.501249,02:11
