epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,4.534434,3.045563,0.346793,0.553153,0.277303,18:53
1,2.590179,2.527039,0.428972,0.640535,0.360257,18:23
2,2.004475,2.296324,0.472055,0.684733,0.407705,18:00
3,1.636268,2.090157,0.514631,0.722342,0.449973,18:11
4,1.373437,2.064868,0.534297,0.737345,0.467182,17:56
5,1.159256,2.053520,0.544164,0.744374,0.471443,18:02
6,0.984950,1.971322,0.570622,0.763668,0.495733,18:02
7,0.848703,1.986953,0.577144,0.774414,0.503991,17:45
8,0.728358,1.994191,0.590897,0.780834,0.521601,18:05
9,0.581163,2.008843,0.606474,0.791917,0.530839,18:06
10,0.499051,1.996211,0.613266,0.796986,0.542453,18:12
11,0.401264,2.035698,0.627458,0.808711,0.559068,17:57
12,0.348146,2.020165,0.629993,0.809793,0.562069,18:10
13,0.289823,2.061788,0.641583,0.816821,0.568273,17:43
14,0.256653,2.096898,0.642901,0.815773,0.569824,17:59
15,0.220679,2.115676,0.644860,0.819017,0.572010,17:58
16,0.199451,2.122025,0.651179,0.822768,0.580386,18:05
17,0.172277,2.154160,0.653815,0.825640,0.581568,17:57
18,0.157578,2.194589,0.653950,0.825843,0.581584,17:59
19,0.141336,2.189564,0.658309,0.827871,0.587270,17:54
20,0.130698,2.214869,0.658140,0.825471,0.585378,18:02
21,0.118544,2.223392,0.659593,0.826857,0.585374,17:59
22,0.111375,2.242514,0.659221,0.828715,0.585121,18:05
23,0.103106,2.250178,0.661688,0.829290,0.587673,17:59
24,0.097267,2.249986,0.663141,0.829695,0.590296,17:56
25,0.090760,2.275223,0.662465,0.828580,0.585183,17:55
26,0.086752,2.291144,0.664256,0.829932,0.590505,18:13
27,0.080759,2.307979,0.666858,0.829763,0.592879,18:07
28,0.077825,2.308589,0.662634,0.829932,0.589104,17:47
29,0.072636,2.336586,0.664425,0.829019,0.588737,17:55
