epoch,train_loss,valid_loss,accuracy,top_3,f1_score,time
0,2.950136,1.990164,0.533081,0.738460,0.471491,44:14
1,1.391289,1.655252,0.620396,0.807698,0.550950,44:12
2,0.917044,1.571943,0.651889,0.828107,0.587914,44:12
3,0.587715,1.531634,0.678178,0.845949,0.614561,44:11
4,0.381952,1.486002,0.705244,0.862371,0.642005,44:10
5,0.242272,1.469209,0.727141,0.877408,0.667404,44:12
6,0.163316,1.465147,0.737886,0.881361,0.678789,44:14
7,0.111085,1.508403,0.739711,0.883591,0.676102,44:10
8,0.079047,1.538326,0.749105,0.887241,0.687126,44:12
9,0.053963,1.531195,0.756538,0.891904,0.694460,44:10
10,0.039494,1.518113,0.764074,0.893120,0.701654,44:11
11,0.030936,1.587751,0.758194,0.891093,0.693740,44:10
12,0.027266,1.554264,0.763770,0.895418,0.703097,44:11
13,0.021328,1.545248,0.768669,0.897513,0.709152,44:11
14,0.018469,1.574365,0.767453,0.895114,0.704275,44:09
15,0.016444,1.559360,0.768906,0.898256,0.705870,44:11
16,0.015188,1.568795,0.769987,0.896465,0.707244,44:10
17,0.013755,1.571171,0.772961,0.897378,0.711288,44:10
18,0.013132,1.555325,0.771981,0.897479,0.708788,44:09
19,0.011321,1.573430,0.772555,0.898358,0.710623,44:10
20,0.011016,1.568290,0.772454,0.897885,0.710941,44:10
21,0.009623,1.577331,0.772826,0.899439,0.711822,44:08
22,0.009086,1.564381,0.773535,0.898797,0.712523,44:08
23,0.008905,1.572034,0.773332,0.899608,0.710233,44:14
24,0.007912,1.584026,0.774177,0.899169,0.712180,44:12
25,0.008110,1.585954,0.774819,0.898966,0.712115,44:13
26,0.007633,1.580095,0.773907,0.898729,0.712283,44:05
27,0.007210,1.579831,0.773265,0.898459,0.710784,44:05
28,0.007087,1.589523,0.773569,0.900520,0.710252,44:13
29,0.006799,1.584512,0.774008,0.899608,0.710916,44:06
